"","student_id","hours_studied","attendance","parental_involvement","access_to_resources","sleep_hours","previous_scores","internet_access","family_income","teacher_quality","school_type","gender","exam_score"
"4670",4670,20,71,"Low","High",6,56,"Yes","Medium","Medium","Private","Male",68
"4671",4671,24,92,"Low","High",5,81,"Yes","Low","Medium","Private","Male",69
"4672",4672,10,72,"Medium","Medium",6,83,"Yes","Medium","Medium","Public","Male",63
"4673",4673,23,68,"Medium","High",7,53,"Yes","High","Medium","Public","Female",66
"4674",4674,14,99,"Medium","Medium",7,89,"No","Medium","Medium","Private","Female",68
"4675",4675,25,74,"High","Medium",9,80,"Yes","Medium","Medium","Public","Female",71
"4676",4676,14,84,"Medium","High",6,70,"Yes","High","Medium","Public","Female",69
"4677",4677,24,84,"Low","Medium",6,99,"Yes","Medium","High","Public","Female",70
"4678",4678,27,82,"Medium","Medium",8,51,"Yes","High","Medium","Public","Male",70
"4679",4679,25,97,"Medium","Medium",6,77,"Yes","Low","High","Private","Male",73
"4680",4680,22,87,"Medium","High",6,58,"Yes","Low","Medium","Private","Female",68
"4681",4681,19,76,"Medium","Low",6,66,"Yes","High","Medium","Public","Male",65
"4682",4682,17,94,"High","High",4,57,"Yes","Medium","High","Public","Male",72
"4683",4683,29,67,"High","Low",8,83,"Yes","Low","Medium","Private","Female",67
"4684",4684,16,82,"Low","Medium",8,70,"Yes","Low","High","Public","Female",68
"4685",4685,14,98,"Medium","Medium",8,99,"Yes","High","Medium","Public","Male",69
"4686",4686,24,85,"Medium","Medium",10,83,"Yes","Medium","High","Public","Female",70
"4687",4687,15,93,"High","Medium",9,96,"Yes","Medium","Medium","Public","Female",69
"4688",4688,14,86,"High","High",6,62,"Yes","Medium","Medium","Private","Male",68
"4689",4689,11,94,"Medium","Medium",9,66,"No","Low","High","Private","Male",65
"4690",4690,17,98,"Medium","High",7,68,"Yes","Low","Medium","Public","Male",70
"4691",4691,20,71,"Medium","Low",6,92,"Yes","Low","Medium","Private","Male",65
"4692",4692,21,67,"Medium","Low",6,61,"Yes","Low","Medium","Private","Female",61
"4693",4693,26,79,"Medium","Low",7,97,"Yes","High","Medium","Private","Male",69
"4694",4694,23,88,"Medium","Low",7,52,"Yes","Medium","Low","Public","Male",67
"4695",4695,19,69,"Medium","Medium",9,94,"Yes","Low","High","Public","Male",65
"4696",4696,19,60,"Medium","Medium",8,73,"Yes","Medium","Low","Private","Male",63
"4697",4697,23,74,"Medium","High",6,76,"Yes","Medium","High","Private","Male",67
"4698",4698,28,99,"High","Low",5,100,"Yes","Medium","Medium","Private","Female",76
"4699",4699,21,88,"Medium","Medium",8,94,"Yes","Medium","High","Public","Male",70
"4700",4700,17,76,"Medium","High",8,95,"Yes","Low","Medium","Private","Female",67
"4701",4701,14,68,"High","High",9,79,"Yes","Low","Medium","Private","Female",66
"4702",4702,11,74,"Medium","High",7,98,"Yes","Low","Medium","Public","Male",65
"4703",4703,24,67,"Low","High",8,84,"Yes","Low","Medium","Public","Female",65
"4704",4704,23,64,"Low","Medium",8,91,"Yes","Low","Medium","Public","Female",63
"4705",4705,23,96,"Medium","High",5,86,"Yes","Medium","High","Public","Male",74
"4706",4706,19,100,"Low","High",7,89,"Yes","High","Low","Private","Male",72
"4707",4707,28,67,"High","High",8,82,"Yes","High","Low","Public","Female",68
"4708",4708,17,62,"Medium","Low",8,86,"Yes","Medium","Medium","Public","Female",62
"4709",4709,26,73,"Low","High",7,72,"Yes","Low","Low","Private","Male",65
"4710",4710,20,78,"High","Medium",10,85,"Yes","High","High","Private","Male",69
"4711",4711,16,68,"Medium","Low",10,64,"Yes","High","Low","Public","Male",61
"4712",4712,24,72,"Medium","Medium",7,82,"Yes","Medium","Medium","Private","Male",67
"4713",4713,22,68,"Medium","High",7,76,"Yes","Medium","Medium","Public","Male",66
"4714",4714,22,91,"Low","Medium",8,95,"Yes","Low","High","Private","Male",70
"4715",4715,20,89,"Medium","High",7,84,"Yes","High","Medium","Public","Male",72
"4716",4716,20,85,"High","Low",9,80,"Yes","Low","Medium","Private","Male",69
"4717",4717,34,75,"Low","Medium",5,66,"Yes","Low","Medium","Private","Male",68
"4718",4718,27,96,"Medium","Medium",7,93,"Yes","Medium","Medium","Public","Male",74
"4719",4719,24,99,"High","Medium",8,53,"Yes","Low","Medium","Private","Male",70
"4720",4720,21,67,"Medium","Medium",9,95,"Yes","Medium","Medium","Private","Male",67
"4721",4721,26,69,"Medium","Medium",5,83,"Yes","Medium","High","Private","Female",68
"4722",4722,23,81,"High","Low",6,59,"Yes","High","High","Private","Female",69
"4723",4723,20,64,"High","Low",4,95,"Yes","Medium","Medium","Public","Male",66
"4724",4724,18,77,"Medium","Low",6,66,"Yes","Medium","High","Public","Male",66
"4725",4725,20,83,"High","High",5,58,"Yes","Medium","Medium","Public","Male",68
"4726",4726,1,81,"Medium","Medium",8,66,"Yes","Low","Medium","Public","Male",60
"4727",4727,21,73,"High","Medium",7,98,"Yes","High","High","Public","Male",69
"4728",4728,17,82,"High","Medium",7,88,"Yes","Medium","Medium","Public","Male",66
"4729",4729,30,98,"Medium","High",7,96,"Yes","Medium","Medium","Private","Female",77
"4730",4730,20,68,"Medium","Low",9,65,"Yes","High","Medium","Public","Male",63
"4731",4731,13,86,"Medium","Low",5,54,"Yes","High","High","Public","Male",66
"4732",4732,20,62,"High","Medium",4,78,"No","High","Medium","Private","Female",64
"4733",4733,14,63,"High","High",8,74,"Yes","Low","Medium","Private","Female",63
"4734",4734,23,82,"Low","Medium",6,86,"Yes","High","Medium","Public","Male",68
"4735",4735,22,64,"High","Medium",5,77,"Yes","High","Medium","Private","Male",65
"4736",4736,26,61,"High","Medium",8,70,"Yes","Medium","Medium","Private","Male",65
"4737",4737,15,67,"High","High",4,50,"Yes","Medium","","Public","Male",64
"4738",4738,20,83,"High","Medium",6,73,"Yes","High","Medium","Public","Male",68
"4739",4739,12,88,"Low","Medium",4,56,"Yes","Low","High","Private","Male",62
"4740",4740,24,68,"Medium","Medium",7,96,"Yes","Low","High","Public","Male",67
"4741",4741,23,87,"High","High",9,96,"Yes","Medium","Medium","Private","Female",73
"4742",4742,23,67,"High","High",6,90,"Yes","High","Medium","Private","Female",69
"4743",4743,20,85,"Medium","Medium",6,58,"Yes","Low","Medium","Private","Male",65
"4744",4744,22,76,"Medium","Medium",10,57,"Yes","Medium","High","Private","Male",66
"4745",4745,30,86,"High","Medium",8,78,"Yes","Medium","Low","Public","Male",73
"4746",4746,18,100,"High","Medium",10,86,"Yes","Medium","Medium","Public","Male",72
"4747",4747,21,98,"Medium","Medium",7,95,"Yes","High","Low","Public","Male",72
"4748",4748,13,60,"Low","High",7,95,"Yes","Low","Medium","Private","Female",61
"4749",4749,15,95,"High","Medium",9,58,"Yes","Low","High","Private","Female",69
"4750",4750,21,63,"High","Medium",7,100,"Yes","High","Medium","Private","Female",66
"4751",4751,27,98,"High","High",7,58,"Yes","High","Medium","Public","Female",74
"4752",4752,18,71,"High","Low",4,92,"Yes","Low","Medium","Public","Female",64
"4753",4753,19,75,"Medium","High",10,79,"Yes","Medium","Medium","Public","Female",66
"4754",4754,18,64,"High","Medium",8,84,"No","Medium","Medium","Public","Female",64
"4755",4755,17,64,"High","High",7,80,"Yes","Medium","Medium","Private","Male",66
"4756",4756,22,89,"Medium","High",8,93,"Yes","High","Low","Private","Male",72
"4757",4757,11,98,"High","High",5,82,"Yes","Medium","Medium","Private","Male",71
"4758",4758,28,84,"High","Medium",6,92,"Yes","Medium","Medium","Public","Female",70
"4759",4759,16,89,"High","Medium",8,58,"Yes","Low","Medium","Public","Male",67
"4760",4760,24,90,"Medium","High",7,93,"Yes","Low","High","Public","Male",71
"4761",4761,12,71,"Medium","Low",8,100,"Yes","High","Medium","Public","Male",63
"4762",4762,24,62,"Medium","High",7,83,"Yes","Medium","Low","Public","Female",64
"4763",4763,24,60,"Medium","Medium",8,99,"Yes","Low","Low","Public","Male",64
"4764",4764,22,74,"Medium","Low",5,61,"Yes","Low","Medium","Public","Female",65
"4765",4765,14,70,"Medium","Medium",9,91,"Yes","Medium","Medium","Public","Female",65
"4766",4766,21,62,"Medium","Low",6,58,"Yes","Low","High","Private","Female",62
"4767",4767,13,67,"High","High",7,76,"Yes","Low","Medium","Private","Male",65
"4768",4768,18,65,"Medium","High",6,83,"Yes","Medium","High","Private","Male",64
"4769",4769,26,97,"Medium","Medium",7,83,"Yes","Low","Medium","Public","Male",74
"4770",4770,25,66,"Medium","High",7,84,"Yes","High","Medium","Public","Male",67
"4771",4771,20,82,"Low","Medium",8,66,"Yes","High","Medium","Public","Male",66
"4772",4772,14,84,"High","High",8,99,"No","Medium","High","Public","Female",70
"4773",4773,24,82,"Medium","High",8,50,"Yes","Medium","Medium","Public","Male",68
"4774",4774,20,64,"Medium","Medium",6,81,"Yes","High","High","Public","Female",64
"4775",4775,6,73,"Medium","Medium",8,93,"Yes","Low","Medium","Private","Female",58
"4776",4776,25,62,"Medium","Medium",7,95,"Yes","High","Medium","Public","Male",65
"4777",4777,20,76,"Medium","High",7,86,"Yes","Medium","Medium","Public","Female",68
"4778",4778,27,68,"Low","Medium",8,79,"Yes","Low","High","Private","Female",64
"4779",4779,13,82,"Medium","High",5,73,"Yes","Low","Medium","Public","Male",66
"4780",4780,1,88,"Medium","High",4,72,"Yes","Medium","Medium","Private","Male",92
"4781",4781,22,81,"High","Medium",9,71,"Yes","High","Low","Public","Male",69
"4782",4782,22,77,"Medium","High",7,85,"Yes","Low","Medium","Public","Male",68
"4783",4783,10,75,"Medium","Medium",8,87,"Yes","Medium","Medium","Public","Female",63
"4784",4784,14,94,"Low","Medium",6,76,"No","Low","Low","Public","Male",64
"4785",4785,37,69,"Medium","High",9,87,"No","Low","Medium","Public","Female",68
"4786",4786,18,89,"Medium","Low",8,76,"Yes","Low","Medium","Public","Male",67
"4787",4787,24,90,"Low","Medium",7,55,"Yes","High","Medium","Public","Male",68
"4788",4788,16,77,"Medium","Medium",7,93,"Yes","Low","Medium","Public","Male",66
"4789",4789,7,72,"Medium","Medium",4,94,"Yes","Medium","Medium","Private","Male",66
"4790",4790,19,79,"Medium","High",8,63,"Yes","Low","High","Public","Male",68
"4791",4791,18,64,"Medium","High",9,89,"Yes","Medium","High","Private","Male",64
"4792",4792,18,62,"High","Medium",7,76,"Yes","Medium","Medium","Private","Female",63
"4793",4793,19,64,"Medium","Medium",7,56,"Yes","Low","Medium","Private","Female",62
"4794",4794,22,67,"Medium","High",7,70,"Yes","Low","Medium","Private","Male",66
"4795",4795,19,80,"High","Medium",9,54,"Yes","Low","Medium","Public","Male",65
"4796",4796,12,94,"Medium","Low",9,89,"Yes","Low","Low","Private","Male",66
"4797",4797,23,69,"Medium","High",6,60,"Yes","Low","High","Private","Male",66
"4798",4798,8,97,"Medium","High",8,58,"Yes","High","Medium","Public","Female",69
"4799",4799,8,98,"Low","Medium",7,60,"Yes","High","High","Private","Female",67
"4800",4800,24,98,"Medium","High",8,61,"Yes","Medium","High","Private","Female",75
"4801",4801,23,94,"High","Medium",6,84,"Yes","Low","High","Public","Male",73
"4802",4802,20,75,"Medium","Medium",9,82,"Yes","Low","Low","Public","Female",66
"4803",4803,12,63,"Medium","Medium",8,56,"Yes","Medium","Medium","Public","Male",61
"4804",4804,16,83,"Medium","Medium",9,86,"Yes","Low","High","Private","Female",68
"4805",4805,18,82,"Medium","Medium",5,67,"No","Medium","High","Public","Male",67
"4806",4806,10,94,"Medium","High",5,73,"Yes","Medium","Medium","Public","Male",66
"4807",4807,16,100,"Medium","High",10,56,"Yes","High","Medium","Public","Female",69
"4808",4808,24,80,"Medium","Medium",9,85,"Yes","Low","Medium","Public","Male",69
"4809",4809,29,74,"Medium","High",6,69,"Yes","Low","High","Private","Female",67
"4810",4810,17,67,"High","Medium",8,82,"Yes","Medium","Medium","Public","Female",65
"4811",4811,25,60,"Medium","Low",6,71,"Yes","High","Medium","Public","Male",63
"4812",4812,9,80,"Medium","Low",4,52,"Yes","High","Medium","Public","Female",63
"4813",4813,24,82,"Medium","Medium",4,85,"No","Low","Medium","Public","Male",66
"4814",4814,15,93,"Medium","Medium",7,78,"Yes","Medium","Medium","Public","Male",66
"4815",4815,22,80,"Medium","High",9,72,"Yes","Medium","Medium","Public","Female",69
"4816",4816,19,97,"High","Medium",9,60,"Yes","Medium","Medium","Public","Female",72
"4817",4817,28,85,"Medium","Medium",9,81,"Yes","Low","Medium","Public","Male",70
"4818",4818,15,94,"Medium","High",8,64,"Yes","Low","Medium","Public","Male",68
"4819",4819,24,66,"High","Medium",7,71,"Yes","Low","High","Public","Male",66
"4820",4820,18,94,"Low","Medium",9,53,"Yes","Low","Medium","Public","Female",67
"4821",4821,19,87,"High","Medium",4,89,"Yes","Low","Low","Public","Female",68
"4822",4822,19,67,"Medium","Low",8,55,"No","Medium","High","Private","Male",62
"4823",4823,15,68,"Medium","High",5,95,"Yes","Medium","Medium","Private","Female",64
"4824",4824,20,97,"High","Low",6,93,"Yes","High","High","Public","Male",71
"4825",4825,20,61,"High","Medium",8,99,"Yes","Medium","High","Public","Male",65
"4826",4826,21,79,"Medium","Medium",8,95,"Yes","Medium","Medium","Public","Female",69
"4827",4827,21,73,"Medium","Medium",6,99,"No","Low","Medium","Public","Male",65
"4828",4828,25,87,"Medium","Medium",8,94,"Yes","Medium","High","Public","Male",71
"4829",4829,26,94,"Low","Medium",8,56,"Yes","High","Medium","Public","Female",69
"4830",4830,14,74,"High","Medium",7,72,"No","Medium","Medium","Private","Male",65
"4831",4831,25,77,"Low","Medium",7,54,"Yes","Medium","Medium","Public","Male",66
"4832",4832,13,99,"Medium","Medium",10,77,"Yes","Medium","High","Private","Female",68
"4833",4833,24,91,"High","High",7,76,"Yes","Medium","Medium","Private","Female",72
"4834",4834,24,96,"High","High",7,96,"Yes","Medium","Medium","Public","Female",74
"4835",4835,9,78,"Medium","Medium",7,98,"Yes","Low","Medium","Public","Male",64
"4836",4836,21,69,"High","Low",7,63,"Yes","Medium","Medium","Public","Male",64
"4837",4837,17,76,"Medium","Medium",8,79,"No","Low","Medium","Public","Female",63
"4838",4838,15,89,"High","Low",9,73,"Yes","Low","Low","Private","Male",66
"4839",4839,28,64,"Medium","Medium",7,77,"Yes","High","Medium","Public","Male",67
"4840",4840,16,71,"High","Low",6,77,"Yes","Medium","Medium","Public","Male",64
"4841",4841,15,62,"Low","High",10,96,"Yes","Medium","High","Private","Male",62
"4842",4842,20,77,"Medium","Low",7,95,"Yes","Medium","","Public","Male",66
"4843",4843,24,93,"Medium","High",4,56,"Yes","Low","High","Public","Female",71
"4844",4844,19,61,"High","Low",10,67,"No","Medium","Medium","Public","Female",63
"4845",4845,27,87,"High","Medium",9,88,"Yes","Low","High","Public","Male",72
"4846",4846,23,97,"Medium","High",9,84,"Yes","High","Medium","Public","Female",71
"4847",4847,7,69,"Low","Medium",9,82,"Yes","Medium","High","Private","Female",61
"4848",4848,17,88,"Medium","High",10,100,"Yes","Low","High","Public","Female",71
"4849",4849,17,99,"Medium","Medium",5,67,"Yes","Medium","Medium","Private","Male",69
"4850",4850,23,98,"Medium","High",6,76,"Yes","Low","High","Public","Male",74
"4851",4851,4,69,"Medium","High",6,99,"Yes","Medium","High","Public","Male",61
"4852",4852,35,64,"Medium","Low",6,85,"Yes","Medium","High","Private","Male",68
"4853",4853,23,66,"Medium","High",7,82,"Yes","Medium","Medium","Public","Male",67
"4854",4854,21,88,"High","Low",6,58,"Yes","High","Medium","Private","Male",70
"4855",4855,27,89,"Medium","Medium",5,62,"Yes","Low","Medium","Public","Male",69
"4856",4856,34,87,"Medium","Low",6,69,"Yes","Low","Medium","Private","Male",72
"4857",4857,25,73,"Medium","Low",7,73,"Yes","Medium","Medium","Public","Male",66
"4858",4858,26,67,"Medium","Medium",9,75,"Yes","Medium","Medium","Public","Male",67
"4859",4859,21,83,"Medium","Medium",6,95,"Yes","High","High","Public","Female",70
"4860",4860,19,79,"Medium","High",8,55,"Yes","Medium","Medium","Private","Male",68
"4861",4861,17,89,"Low","Medium",5,62,"Yes","Medium","Medium","Private","Female",68
"4862",4862,15,78,"Medium","High",4,57,"Yes","Medium","High","Public","Female",65
"4863",4863,16,74,"Medium","Low",7,87,"Yes","Low","Low","Public","Female",63
"4864",4864,12,72,"Low","Low",6,99,"Yes","Low","Medium","Public","Female",62
"4865",4865,20,68,"Medium","High",6,95,"Yes","Low","Medium","Public","Female",66
"4866",4866,10,71,"Medium","High",6,86,"Yes","Medium","Low","Public","Male",62
"4867",4867,21,64,"Low","High",6,51,"Yes","High","Low","Public","Female",61
"4868",4868,20,74,"Low","Medium",6,67,"Yes","Medium","Medium","Private","Female",63
"4869",4869,21,61,"Medium","Medium",6,93,"Yes","Medium","High","Private","Female",65
"4870",4870,17,67,"High","Low",5,83,"Yes","Low","Medium","Public","Male",64
"4871",4871,38,90,"High","Medium",4,60,"Yes","Low","Medium","Public","Male",74
"4872",4872,28,73,"Low","Medium",4,73,"Yes","High","High","Public","Female",70
"4873",4873,13,87,"Low","Medium",10,54,"Yes","Low","Medium","Public","Female",63
"4874",4874,21,89,"Low","Medium",7,76,"Yes","High","Medium","Public","Female",68
"4875",4875,16,83,"Medium","High",9,95,"Yes","Low","High","Public","Male",69
"4876",4876,14,98,"Medium","High",7,52,"Yes","Medium","High","Private","Male",70
"4877",4877,12,61,"Medium","Medium",7,81,"Yes","High","Medium","Public","Male",62
"4878",4878,23,90,"High","Medium",7,62,"Yes","Medium","Low","Private","Male",71
"4879",4879,16,98,"Medium","Low",8,100,"Yes","Low","Medium","Public","Male",69
"4880",4880,26,94,"High","Low",5,53,"Yes","Low","High","Public","Male",69
"4881",4881,26,67,"Low","High",6,81,"Yes","Low","High","Public","Male",68
"4882",4882,28,73,"Low","Medium",7,63,"Yes","Low","Medium","Public","Male",65
"4883",4883,15,67,"Medium","High",4,94,"Yes","Medium","Medium","Private","Male",65
"4884",4884,23,84,"Low","Low",9,56,"No","Medium","High","Public","Female",65
"4885",4885,24,88,"High","High",9,71,"Yes","High","High","Public","Female",72
"4886",4886,17,73,"Medium","Low",4,59,"Yes","Low","High","Private","Female",63
"4887",4887,15,82,"Medium","High",6,90,"No","High","Medium","Public","Male",68
"4888",4888,30,88,"Medium","Medium",7,68,"Yes","Medium","High","Public","Female",72
"4889",4889,21,77,"Medium","Low",8,59,"Yes","Low","Medium","Private","Male",66
"4890",4890,24,94,"Low","Medium",9,86,"Yes","Low","Medium","Public","Female",71
"4891",4891,15,91,"Medium","Low",6,91,"Yes","Medium","Medium","Public","Female",67
"4892",4892,13,63,"Medium","Medium",10,73,"Yes","Low","High","Public","Male",61
"4893",4893,17,85,"High","High",7,69,"Yes","Low","High","Private","Female",70
"4894",4894,19,69,"Medium","Medium",7,82,"No","Low","","Public","Male",64
"4895",4895,14,82,"Medium","Medium",8,83,"Yes","Medium","Medium","Public","Male",64
"4896",4896,20,98,"Low","High",7,83,"No","Low","Medium","Public","Female",68
"4897",4897,10,95,"High","Medium",7,64,"Yes","Low","Medium","Private","Male",70
"4898",4898,13,76,"Low","Medium",10,97,"Yes","Low","Low","Public","Male",65
"4899",4899,24,72,"High","High",7,61,"Yes","Low","Medium","Private","Female",67
"4900",4900,24,69,"Medium","Low",6,69,"Yes","Low","High","Private","Male",65
"4901",4901,18,81,"Low","Medium",6,64,"Yes","Medium","Medium","Public","Female",65
"4902",4902,14,65,"Medium","High",9,97,"Yes","Low","High","Public","Female",65
"4903",4903,14,82,"High","Low",8,91,"Yes","Low","Medium","Public","Male",66
"4904",4904,18,60,"Medium","High",5,91,"Yes","Low","Medium","Public","Male",62
"4905",4905,24,73,"Medium","Medium",5,50,"Yes","Low","Medium","Public","Male",63
"4906",4906,26,69,"Low","Low",7,84,"Yes","Medium","Medium","Private","Male",63
"4907",4907,17,99,"Medium","Medium",8,62,"Yes","Medium","Medium","Private","Male",70
"4908",4908,13,89,"Low","High",6,98,"Yes","Medium","Medium","Private","Male",67
"4909",4909,22,74,"High","High",4,77,"Yes","High","Medium","Private","Male",66
"4910",4910,15,64,"High","Medium",5,78,"Yes","Low","Medium","Public","Male",63
"4911",4911,17,81,"High","Low",9,68,"Yes","Low","Low","Private","Female",66
"4912",4912,28,69,"Low","Medium",8,77,"Yes","Medium","Medium","Public","Female",67
"4913",4913,25,81,"Medium","Medium",9,87,"Yes","Low","High","Private","Female",68
"4914",4914,21,93,"Low","High",9,78,"Yes","Medium","Low","Public","Male",67
"4915",4915,12,85,"Medium","High",6,82,"Yes","High","Medium","Public","Male",66
"4916",4916,21,85,"High","High",6,74,"Yes","Medium","Medium","Public","Female",71
"4917",4917,26,82,"Medium","Medium",7,86,"Yes","Low","High","Public","Male",69
"4918",4918,18,97,"High","Low",8,95,"Yes","Medium","Medium","Public","Male",72
"4919",4919,28,97,"High","Low",9,53,"Yes","Low","Medium","Private","Female",70
"4920",4920,28,81,"Medium","Medium",10,55,"Yes","Medium","Low","Private","Male",68
"4921",4921,30,72,"Medium","Medium",8,84,"Yes","Low","High","Private","Male",68
"4922",4922,22,78,"Low","High",8,69,"Yes","Low","Medium","Public","Female",67
"4923",4923,24,67,"Medium","Medium",10,64,"Yes","Low","Medium","Public","Female",62
"4924",4924,28,85,"Medium","Low",7,59,"Yes","Low","Medium","Public","Male",67
"4925",4925,23,80,"High","Medium",9,79,"Yes","Medium","High","Public","Male",69
"4926",4926,17,64,"Medium","High",8,67,"Yes","Low","Medium","Public","Male",64
"4927",4927,17,68,"Medium","High",8,75,"Yes","Low","High","Private","Female",66
"4928",4928,21,79,"High","Low",7,98,"Yes","Low","Medium","Public","Male",69
"4929",4929,12,96,"High","High",5,88,"Yes","Medium","Medium","Private","Female",70
"4930",4930,19,83,"High","Medium",8,90,"Yes","Low","Medium","Public","Female",69
"4931",4931,27,87,"Medium","Medium",8,56,"Yes","Medium","High","Public","Male",72
"4932",4932,7,74,"Medium","Medium",6,66,"Yes","Low","High","Private","Female",61
"4933",4933,29,83,"Medium","Medium",7,55,"Yes","Low","Low","Private","Female",68
"4934",4934,27,78,"Medium","Medium",6,98,"Yes","Medium","Medium","Public","Male",68
"4935",4935,17,86,"Low","Medium",6,84,"Yes","Medium","Medium","Private","Female",66
"4936",4936,23,62,"Medium","Medium",6,51,"Yes","High","Medium","Public","Male",65
"4937",4937,20,80,"High","Low",5,74,"Yes","Low","Low","Public","Female",66
"4938",4938,27,72,"Medium","Medium",6,63,"Yes","High","Medium","Private","Female",67
"4939",4939,26,73,"Medium","High",8,77,"Yes","Medium","High","Private","Male",68
"4940",4940,12,98,"Low","Medium",9,59,"Yes","High","Medium","Public","Female",67
"4941",4941,24,67,"Low","Medium",10,53,"Yes","Medium","Medium","Public","Female",63
"4942",4942,19,72,"Medium","Low",6,66,"Yes","Medium","High","Private","Male",64
"4943",4943,20,80,"Medium","Low",9,65,"Yes","Medium","Medium","Private","Male",66
"4944",4944,16,95,"High","Medium",8,86,"Yes","Low","Low","Public","Male",69
"4945",4945,30,77,"Medium","Low",7,74,"Yes","High","Medium","Private","Male",70
"4946",4946,26,90,"Medium","Medium",8,65,"Yes","Medium","High","Private","Female",72
"4947",4947,16,94,"Medium","High",9,79,"Yes","High","","Public","Female",71
"4948",4948,12,72,"Medium","Medium",6,54,"Yes","Low","Medium","Public","Male",63
"4949",4949,18,76,"High","High",6,83,"Yes","High","Medium","Public","Male",68
"4950",4950,23,74,"Medium","High",6,57,"No","High","High","Private","Male",67
"4951",4951,21,93,"Medium","Low",6,64,"Yes","Low","Medium","Public","Male",69
"4952",4952,28,62,"Medium","Medium",9,64,"Yes","Low","Medium","Private","Male",65
"4953",4953,25,72,"High","Low",6,73,"Yes","Medium","High","Public","Male",69
"4954",4954,26,87,"Medium","Medium",6,98,"Yes","Medium","High","Public","Male",71
"4955",4955,22,83,"Medium","Low",7,66,"Yes","Medium","Medium","Private","Female",67
"4956",4956,12,77,"Low","Medium",7,64,"Yes","High","High","Public","Female",64
"4957",4957,19,82,"High","Medium",6,58,"Yes","Medium","High","Private","Female",68
"4958",4958,26,68,"High","Low",10,70,"Yes","Low","Medium","Public","Male",67
"4959",4959,20,77,"Low","Low",6,59,"Yes","High","Medium","Public","Female",62
"4960",4960,23,80,"High","Medium",7,57,"Yes","Medium","High","Public","Female",68
"4961",4961,18,96,"Medium","Medium",4,93,"Yes","Medium","High","Public","Female",72
"4962",4962,14,70,"Medium","High",7,53,"Yes","Medium","Medium","Public","Male",61
"4963",4963,19,95,"Low","Low",5,86,"Yes","High","Medium","Public","Male",67
"4964",4964,22,86,"High","Medium",6,60,"Yes","High","High","Public","Male",70
"4965",4965,16,61,"Low","Medium",4,51,"Yes","Low","Medium","Public","Male",59
"4966",4966,19,89,"High","Medium",6,90,"Yes","Low","High","Private","Female",70
"4967",4967,14,61,"Low","Medium",7,85,"Yes","Low","Medium","Public","Female",60
"4968",4968,27,100,"High","Medium",7,67,"Yes","High","High","Public","Male",74
"4969",4969,18,95,"Low","High",6,54,"Yes","Medium","High","Private","Male",68
"4970",4970,29,72,"Medium","Medium",7,68,"Yes","Low","Medium","Public","Female",67
"4971",4971,29,70,"Medium","Low",6,59,"Yes","Medium","Medium","Private","Male",67
"4972",4972,20,75,"Low","Medium",7,97,"Yes","Medium","Medium","Public","Female",66
"4973",4973,14,74,"Medium","Medium",7,76,"Yes","Low","High","Public","Female",63
"4974",4974,7,75,"Medium","Medium",7,98,"No","Low","High","Public","Male",62
"4975",4975,11,73,"High","Low",7,68,"Yes","Low","High","Private","Female",64
"4976",4976,12,85,"Medium","Medium",6,78,"Yes","Medium","Medium","Public","Male",68
"4977",4977,28,67,"Medium","Medium",8,60,"Yes","Medium","Medium","Public","Female",65
"4978",4978,21,94,"Medium","Low",8,90,"Yes","Medium","Medium","Public","Female",71
"4979",4979,22,92,"Medium","Medium",7,52,"No","Medium","Medium","Private","Female",68
"4980",4980,7,79,"Low","High",9,85,"Yes","Medium","Medium","Public","Male",62
"4981",4981,13,94,"High","High",7,70,"Yes","Medium","Medium","Private","Male",68
"4982",4982,25,70,"Medium","Medium",7,79,"Yes","High","Medium","Public","Male",68
"4983",4983,22,61,"High","Medium",7,80,"Yes","Medium","High","Public","Male",67
"4984",4984,19,85,"Medium","Medium",7,86,"Yes","Low","Medium","Public","Female",67
"4985",4985,23,78,"High","High",6,60,"Yes","High","High","Public","Male",70
"4986",4986,30,83,"Low","Medium",4,77,"Yes","Low","Medium","Public","Female",69
"4987",4987,19,96,"Low","Medium",7,71,"Yes","Low","High","Private","Male",70
"4988",4988,20,99,"Medium","Low",8,64,"Yes","High","Medium","Public","Male",69
"4989",4989,21,85,"High","Medium",5,75,"Yes","High","High","Public","Female",70
"4990",4990,34,91,"Medium","Low",9,98,"Yes","Medium","Medium","Public","Male",72
"4991",4991,7,63,"Low","Medium",5,97,"Yes","Low","Medium","Public","Female",59
"4992",4992,24,66,"Medium","Medium",6,64,"No","Medium","High","Public","Male",64
"4993",4993,19,89,"High","High",10,94,"Yes","High","Medium","Private","Female",72
"4994",4994,23,77,"Low","High",8,94,"Yes","High","Medium","Private","Male",70
"4995",4995,16,78,"Low","High",7,62,"Yes","High","High","Public","Female",63
"4996",4996,20,72,"High","Medium",7,80,"Yes","Low","High","Private","Male",66
"4997",4997,24,84,"High","High",9,93,"Yes","High","Medium","Public","Male",72
"4998",4998,39,67,"High","High",5,76,"No","Medium","Medium","Private","Female",71
"4999",4999,25,85,"High","High",9,68,"Yes","High","Medium","Public","Female",71
"5000",5000,15,67,"Low","Medium",6,83,"Yes","Medium","Low","Public","Male",62
"5001",5001,17,63,"Medium","Medium",8,59,"Yes","Low","High","Public","Male",62
"5002",5002,17,73,"Medium","Low",6,58,"Yes","Medium","Medium","Public","Male",64
